"word";"F"
"de se demander ce que ces agents feraient sans lui .";2
"des effets spéciaux moyen , des jeux d' acteur moyen .";2
"des éléments spirituels pertinents . Micro et macro :";2
"des émotions entre fatalisme et sidération devant le phénomène Jane .";2
"des enjeux sacrément forts pour qu' on en arrive là !";2
"des enjeux se perdrait . Mr .";2
"des enquêtes criminelles , les gens trouvent ça tout nul .";2
"de se servir de leurs ressources pour retrouver Red John .";2
"désespoir de trouver un boyfriend est sans limites et dérisoire .";2
"des événements . Continuez dans cet esprit , les gars :";2
"des fois ^ ^ ) ... Bref juste un mot :";2
"des grandes inspirations du créateur de la série USA Network .";2
"de signature ! ) . De plus , "" Mr .";2
"Désillusion totale . Horrible . Vraiment .";2
"de simplifications , elle est donc loin d' être parfaite .";2
"des instants de couleur vives , très intenses et prononcés .";2
"désirer , je pensais notamment à une écriture parfois simpliste .";2
"désirer . Elliot est sûrement le plus cliché de tous :";2
"désirer aussi violemment que lui la mort de Red John ?";2
"désirer sur le fond comme sur la forme d' ailleurs .";2
"de situations vues et revues en mieux chez ses aînés .";2
"des J-film donc des films japonais mais jamais de dramas .";2
"dès les premiers épisodes quand on y est bien attentif .";2
"Dès lors , plus rien ne semble avoir de sens :";2
"des lumières discrètes donnant une ambiance assez glauque aux épisodes .";2
"des mensonges ? Que le monde aurait pu être différent ?";2
"des mortels ne parvient pas à observer au-delà des apparences .";2
"des multitudes de réalités qui caractérisent les écrits de Dick .";2
"des neurotypiques faire des séries sur les "" surdoués "" .";2
"des nouvelles choses qui ont fonctionné dans d' autres séries .";2
"des oeuvres se moquant de l' intelligence potentielle du public .";2
"Désolé d' y revenir , mais c' est assez net .";2
"de son acteur principal : Rami Malek .";2
"de son personnage , le roulé-frisé lui va à ravir .";2
"de sortir de ce sentiment de vengeance qui le hante .";2
"des passions ( catharsis et tout ) et j' adore !";2
"des personnages comme ceux -l je ne demande pas mieux !";2
"des personnage si ils partagent notre quotidien pendant un moment .";2
"des personnages pour offrir un happy ending à la Disney .";2
"des Pixies : https : / / www .";2
"des Pixies à la fin de l' épisode 9 ) .";2
"des protagonistes principaux sont à l' image de ce constat :";2
"des relations unilatérales qui amènent à des situations vraiment intéressantes .";2
"des réseaux sociaux ( Elliot n’ est pas sur Facebook !";2
"des romances débiles de la série TV hollywoodienne ... peuh !";2
"des romans de K . Dick .";2
"des saisons , la magie s' altère , se dégrade .";2
"des scènes au montage grandiose bousculant notre notion du réel .";2
"des séries de merde , je voudrais ... le mentaliste !";2
"des séries télé . Il ne hack pas grand chose .";2
"des situations complètement incohérentes avec les règles proposées au départ .";2
"destabiliser ses spectateurs . Voir els certitudes s' ébranler progressivement .";2
"des trois ou quatre fantastiques personnages qui la transcendent complètement .";2
"des trois premiers épisodes : Powers est une série bizarre .";2
"des trucs inattendus ? EDIT après visionnage du dernier épisode :";2
"de super-héros , hein ? !";2
"de suspense , très rythmée , est une belle réussite .";2
"détaché , provocateur et un brin cynique tombent à plat :";2
"détaché de l' histoire . Et c' est dommage .";2
"détail , tant la vanité de toute l' entreprise transparaît .";2
"détails rigolos qu' on fait plaisir aux n4x0rZ en herbe .";2
"détective holistic » et de son réticent sidekick Todd Brotzman .";2
"détectives est d’ ailleurs des plus agréables à l’ écran .";2
"de temps en temps . Sympa , a voir .";2
"déteste la société actuelle : Regardez cette série sans hésitation !";2
"déteste les séries britanniques . On adore ou on déteste :";2
"déteste pas grand monde à part la mère du héros .";2
"de thé . Ce mec me tape sur le système .";2
"de The Man in the High Castle en fait partie .";2
"de The Man in the High Castle et quelle claque !";2
"de The Man in the High Castle trouve sa source .";2
"détour ! Suite ici : http :";2
"de tous les temps ? Ps :";2
"de tout ce qui se fait actuellement à la télévision .";2
"de transcendant ni d’ extraordinaire au niveau de la réalisation .";2
"de très beau cheveux ) et Rigsby sont plus classiques .";2
"de très bon goût . C’ est bien souvent surjoué .";2
"de très négatifs . J' ai presque trouvé cela impensable .";2
"détriment de l' intrigue , assez classique voir plan plan .";2
"De trois , la naïveté de l' intrigue est effrayante .";2
"deux empires vivent sous le joug de leurs nouveaux maîtres .";2
"deux épisodes intéressants pour la découverte des deux nouveaux personnages .";2
"deux film atypique mais pas extra-ordinaire scénaristiquement à mon goût .";2
"deux grosses qualités : Patrick Jane et John le Rouge .";2
"deuxième "" . En 8 épisodes , c' est plié .";2
"Deux options s’ ouvrent alors à celui qui désire adapter :";2
"deux points sans mettre un terme définitif à la série .";2
"deux problèmes , cela aurait généralement tendance à me barber .";2
"deux temps-trois mouvements ) , l' amie fidèle du high-school .";2
"deux territoires sont eux même séparés par une zone neutre .";2
"devant aucun obstacle et que rien ne saurait faire faiblir .";2
"devant une lampe pour sauver leur carrière de scénaristes pathétiques .";2
"développé la bombe A , écrasant toute résistance des alliés ?";2
"développement ( j' étais pas bon pour autant ok ) .";2
"développe pour les personnages titillent notre intérêt jusqu' à fin .";2
"devenue à la mode un peu partout dans le monde .";2
"déviance sexuelle gratuite ( SM , regarder les femmes uriner .";2
"deviennent Mr . Robot . Le résultat ?";2
"devient insultant pour l' intelligence et la patience du spectateur .";2
"devient la FSociety ? Et surtout où est Tyrell Wellick ?";2
"devine dans les trailers . PS :";2
"de violence policière chez ce génie , il fait pire :";2
"de Vivienn , j' ai trouvé le paquet complètement vide .";2
"de voir la suite en espérant ne pas être déçue !";2
"de voir une uchronie de se calibre à la télévision .";2
"dévorée par la technologie . La rencontre avec Mr .";2
"de vue , je trouve ça particulièrement agréable et digeste .";2
"de vue du Mentalist à propos des Mediums et consort .";2
"Di / Jun Pyo . Ils vont tellement bien ensemble .";2
"diable fallait il poursuivre la série avec une septième saison ?";2
"Di à Jun Pyo . Non .";2
"Di avec Jun Pyo , et avec personne d' autre .";2
"Dick , la nouvelle série phare d’ Amazon débarque enfin .";2
"Dick est lent car il raconte quelque chose de lent :";2
"Dick ouvrait le champs des possibles , la série non .";2
"Di et qu' ils placent tout leurs espoirs en elle .";2
"dieu Scottie c' est vrai , prenons l' ascenceur plutôt .";2
"différemment l' uchronie , par rapport à ce que K .";2
"différentes stratagèmes pour amuser la galerie et choper le meurtrier .";2
"différents réalisateurs mais cela ne se voit pas du tout .";2
"différents suspects extraordinaires nous avait été mise sous les yeux .";2
"difficile . J' aime regarder des séries pour leurs personnages .";2
"Difficile de définir cette série comme étant bonne ou mauvaise .";2
"difficile de parler de la série en ne dévoilant rien .";2
"difficile de suivre à raison d' un épisode par semaine .";2
"diffusée que depuis le 10 mars 2015 sur PlayStation Network3 .";2
"dimension mystique du récit ? Les réalités parallèles en arrière-plan ?";2
"dire autant du scénario , tiré à grosses ficelles agaçantes .";2
"dire qu’ il y aura des déçus , comme toujours .";2
"dires d' Elliott , de "" sauver le monde "" .";2
"direz -vous ? Il faut déjà commencer par le commencement :";2
"discrète mais sympathique . Mais cela ne serait pas suffisant .";2
"Dis -moi Ton père te violait quand tu étais petit .";2
"Disney . Et finalement , que penser de ce Mentalist ?";2
"Disons que cette différence dans le ton devrait pousser Mr .";2
"disparition de Wellick , et la scène post-générique de fin .";2
"disquette dorsale de ton foutu serveur par un backdoor approprié .";2
"distinguent des « simples » dystopies par leur richesse narrative :";2
"distribution . Il en alla de même pour le scénario :";2
"dit ) , Dexter , Trainspotting , V pour Vendetta .";2
"dit 42 par exemple . Si vous vous dites :";2
"dites alors : "" Mais il est peut-être con aussi ?";2
"dit ne pas pouvoir retrouver sa trace sur le web .";2
"diverge . On peut alors s’ intéresser au contenu même .";2
"diverses , qui plus est , de grandes oeuvres télévisuelles .";2
"do ? et le thème au piano de Ji Hoo .";2
"documentaire "" Poaching Wars "" auquel il a participé ) .";2
"documentés sur les conséquences d’ une balle dans la tête .";2
"dois admettre que c' est très ben joué et filmé :";2
"doit donc faire face à la solitude à sa manière .";2
"doit se relever après l’ avènement de cette nouvelle ère :";2
"domaine dans lequel on peut rapidement se sentir complètement largué .";2
"Domyoji ( ici Goo Joon Pyo , adaptation coréenne oblige !";2
"donc "" El é tro nul ta séri , tavu !";2
"donc ) a vraiment , mais vraiment une sale tête .";2
"donc logiquement sur les thèmes qui ont trait au milieu :";2
"Donc oui , j' exagère , c' est fait exprès .";2
"donc pas de soucis . C' est parti .";2
"donc quelque peu égaré devant ce "" switch "" narratif .";2
"donc si on veut on peut passer la journée devant .";2
"donne envie de lire le livre dont elle est tirée .";2
"donnerais qu' un conseil . Ruez vous sur cette série .";2
"donner dans ses premières créations et y mettre le meilleur .";2
"donnez . . ça ? Désillusion totale .";2
"dont la présence est au moins superflue , voire inutile .";2
"dont la résolution est soit totalement improbable , soit futile .";2
"dont on a déjà vu trop de fois la recette :";2
"dont on attend avec une impatience non camouflée le renouvellement .";2
"dont on est heureux de pouvoir parler par la suite .";2
"dont on n' estime pas beaucoup la capacité d' analyse .";2
"dosé par la suite : le fantastique .";2
"dossier Red John qu' il veut retrouver ... et tuer .";2
"doté d' un cerveau et que visiblement la police non ?";2
"doublé d' un morphinomane ? Je pensais que Mr .";2
"Doubleday sont toutes deux très convaincantes dans leurs rôles respectifs .";2
"drama , il a tout de même beaucoup de défauts .";2
"dramatique ( ex : le twist de l’ épisode 8 .";2
"drogue . Elliott doit -il dénoncer son dealer ou pas .";2
"drogue l' aide à le canaliser mais amplifie ses névroses .";2
"droite dans la confrontation entre Patrick et John le Rouge .";2
"drôle , tout ça . Et les autres flics ?";2
"drôle que touchant , nous offre une très bonne série .";2
"drôle qu’ improbable . C’ est typiquement du Douglas Adams :";2
"drôles , l' humour servi assez fréquemment est très attirant .";2
"dualité , à une sorte de héros des temps modernes .";2
"du bon pour nous : Une prochaine saison !";2
"du caractère et on ne s' ennuyait pas avec elle !";2
"du commun . Qu' il voit certaines choses , ok .";2
"du commun lors de cette fameuse date du 9 mai .";2
"du complot moderne et dangereusement probable que nous raconte Mr .";2
"du compositeur d' Utopia , rythme jouissif et suspense agréable .";2
"du côté de Smith que ce fut le plus palpitant :";2
"du fameux Steven Knight ! !";2
"du futur , mais qui pose problème avec ses obsessions .";2
"du genre dont les films de Fincher , bien évidemment .";2
"du grand n' importe quoi , on est d' accord .";2
"du haut château , ils travaillent donc indirectement pour Hitler ?";2
"du livre de K . Dick .";2
"du lot . Ca aurait pu être son interprète principale :";2
"du mal ) cette série que la presse vantait tant !";2
"du manga "" Hana yori dango "" de Yoko Kamio .";2
"du mauvais côté , juste pour revivre la grande époque .";2
"du moins ceux que j' ai eu ) sont irréprochables ?";2
"du monde et des Rolls Royce pour tous leurs enfants .";2
"du monde son auteur , le maître du haut château .";2
"duo Reznor / Ross , et pas qu' une fois .";2
"du personnage de Mr . Robot dans toute sa dimension .";2
"du pilot est horrible ( nous faire patienter comme ca .";2
"du plus grand conglomérat mondial pour lequel travaille notre héros :";2
"du poil les ados hackers cherchant à changer le monde .";2
"du potentiel de ce genre littéraire / artistique / cinématographique .";2
"du puzzle . Fight-club , souvent imité , jamais égalé !";2
"duquel ses producteurs ont su cultiver une véritable aura populaire :";2
"Durant des saisons vous nous l' avez vendu ce type .";2
"du relief et une place au cours de la série .";2
"du révolutionnaire , je n' ai rien vu de neuf .";2
"du roman de K . Dick .";2
"du scénario sans révéler une grande partie de l’ intrigue .";2
"du spectateurs en multipliant les fausses pistes et intrigues ambigües .";2
"du système bancaire . Permettez -moi de vomir un peu .";2
"du traitement de ses antagonistes rend la série absolument fascinante .";2
"Dutronc , c' était en 1967 , merci les gars .";2
"du truc ... ah mais va y avoir un twist .";2
"du tueur en série Red John , que Patrick traque .";2
"du vide que la série n' en garde aucun intérêt .";2
"du zboub et on se fait chier durant 10 épisodes .";2
"d’ ailleurs ) n’ est pas à négliger non plus .";2
"d’ attaquer dans la diatribe d’ Elliot du premier épisode :";2
"d’ Elliot bascule véritablement . Le but de la f_society ?";2
"d’ enrichir et d’ expliquer le background de cet univers .";2
"d’ épisode , mais on ne vous le racontera pas !";2
"d’ œil à ce film n' était pas assez évident .";2
"d’ une importance capitale pour l’ évolution du personnage principal .";2
"d’ un univers alternatif plutôt qu’ à une aventure classique .";2
"ébauche d' histoire d' amour , entre collègues de surcroît !";2
"écart ) et puis on s' en doute assez vite .";2
"échapper au simple conflit manichéen auquel on pouvait s' attendre .";2
"échec l' un des plus puissants conglomérats est forcément passionnante .";2
"éclaircir quelques points qui pour beaucoup doivent être encore obscurs .";2
"E Corp , Darlenne et son nouveau rôle de leader .";2
"E Corp , Elliot n' est pas seulement un adversaire .";2
"écran est encore noir et que seul résonne sa voix .";2
"écran par des acteurs tous plus talentueux que les autres .";2
"écrans . Après le premier épisode , le verdict tombe :";2
"écrit et que encore une fois le casting était bluffant .";2
"écriture d’ une seule œuvre peut varier à ce point ?";2
"écriture qu' on a envie de reprocher à la série .";2
"Ed , le bon copain , qui est choupinet ) .";2
"effacent derrière les cas d' enquête et derrière Patrick ) .";2
"effectuer au Sénégal ! ! !";2
"effets qui ne peut combler l’ absence de scénariste talentueux .";2
"efficace , même beaucoup quand il y a du suspense .";2
"efficaces , et les personnages sont plus ou moins intéressants .";2
"efficacité . Rien n' est perdu pour autant pour Mr .";2
"également beaucoup touchée . - La famille de Jun Pyo :";2
"eh ben oui , il va les mener à terme .";2
"élément agrémente cette série , et la rend toute singulière :";2
"éléments de réponse , mais nous laisse sur notre faim !";2
"Eliot , ou Mr . Robot ?";2
"elle avait suffisamment d' arguments pour tracer sa propre voie .";2
"elle dénonce que les barrières se renforcent entre les individus :";2
"elle est contente et qui aime le danger et se-rit-du-danger-ha-ha-ha-ha-ha .";2
"elle est illustrée par le monde de la drogue ) .";2
"elle est poursuivie pendant 10 épisodes par la résistance américaine .";2
"elle est vraiment space , moi j’ ai vraiment adoré .";2
"elle l' aime et qu' il veut la rendre heureuse .";2
"elle ne parte pas . Qu' elle reste avec lui .";2
"elle ne tombe pas dans les défauts des séries américaines .";2
"elle parait tellement réelle , elle me rappelle ... moi !";2
"Elle peut être rebelle aussi bien que qu' excessivement généreuse .";2
"Elle reste tout de même très utile pour comprendre Mr .";2
"elle se démarque également par son concept visuel très audacieux .";2
"Elle sème le doute , sommes -nous vraiment les gentils ?";2
"elles soient secondaires ou principales partent dans tous les sens .";2
"elles sont toujours aussi pertinentes et piquantes dans l' intrigue .";2
"Elliot , mais dysfonctionnelle par ce principe même de regroupement .";2
"Elliot . Nous voyons le monde à travers ses yeux .";2
"Elliot ne le découvre . Mr .";2
"Elliot peut l' être lors de cette nouvelle aventure palpitante .";2
"Elliot s' envoie ligne de morphine sur ligne de morphine .";2
"Elliott , on commence à soupçonner l' existence de Mr .";2
"Elliott Alderson dans Mr . Robot .";2
"Elliot un héros justicier , puis faire découvrir sa folie .";2
"éloignée du pot-pourris , l' analogie se trouve en cuisine :";2
"emballée par cette série . Verdict ?";2
"embarquer dans un puzzle dont seul lui à les clefs .";2
"émission télévisée avoir établi un lien psychique avec Red John .";2
"emparent aussitôt de l' affaire et en font une héroïne .";2
"empathie pour ce personnage se révèle dès le premier épisode .";2
"empiétant pas sur la série mais n' étant pas inexistant .";2
"empressés de dénicher la moindre révélation sur ce futur drama .";2
"en 10 épisodes , aucune solution n' a été trouvé .";2
"en 24h . Heureusement ça reste rare par la suite .";2
"en 5 parties . Livre écrit par Douglas Adams également .";2
"en abîme à l' intérieur d' une mise en abîme .";2
"en accord avec l’ exubérance des personnages et des situations .";2
"en Afrique , bien loin du déroulement de la trame .";2
"en arrive à espérer que la 6e soit la dernière .";2
"en cela , ils ont bien choisi l’ acteur ) .";2
"enchaînent à une telle vitesse , que je suis perdu .";2
"enclin à des missions beaucoup plus futiles que la normal .";2
"en cohorte « le livre est mieux que le film !";2
"en coin au spectatrices , et pour narguer ses collègues .";2
"en compte son statut social et son compte en banque .";2
"en contenterais ... En gros , c' est pas mauvais .";2
"encore ! Voilà de quoi s' abrutir devant son écran .";2
"encore italien et allemand . .";2
"encore la linguistique . Avec de tels sujets , Mr .";2
"encore The Mentalist ? Mais elle est fini l' histoire !";2
"encore très touchant , il est loin de passer inaperçu .";2
"enculer un employé , juste pour … récupérer son portable ?";2
"en cyber-gourou , le tout sur une chaîne pour retraités .";2
"en découle , et un finale de saison assez loupé .";2
"en déliquescence ; dimension visuelle bluffante ; dialogues cryptiques ciselés .";2
"en délire sans vraiment se soucier de raccrocher les wagons .";2
"en doute assez vite . Et on va ou ?";2
"en effet de signature ! ) .";2
"en elle même , c' est ce qu' elle représente .";2
"en enchaîner 10 autres dans le seconde et dernière saison .";2
"énervants relevant des goûts et des couleurs de chacun ) .";2
"en est de peu . En fait , assez simplement :";2
"en Europe , avec sa zone libre et sa résistance .";2
"enfance du personnage principal et même sa putain de voisine .";2
"enfance est du niveau d' une fan fiction harry potter .";2
"enfermer dans un bocal . Que devient la FSociety ?";2
"Enfin , Amanda Righetti , déjà vue dans maintes œuvres .";2
"enfin , dernière raison : l' OST .";2
"Enfin : c' est Fight Club avec des hackers quoi .";2
"enfin . Dire que j’ étais impatient est un euphémisme .";2
"en finesse et beauté la série de 15 longs épisodes .";2
"enfin qui c' est avec le risque d' être déçu .";2
"en flèche le taux de glycémie avec de jolies parts :";2
"enfumer ) , Christian Slater en Morpheus , Une B .";2
"en gardant sa force dialoguiste proche de l’ anti consumérisme :";2
"en haleine pendant huit épisodes et à l’ humour décalé .";2
"énième série US , plagiat raté des Experts blablabla "" .";2
"enivrant . Un très bon final pour une saison trépidante .";2
"enjeux de la résistance sont du coup difficile à appréhender .";2
"enjôleur de Simon Baker . http :";2
"en laisser quelques unes pour la suite pour donner envie .";2
"en lasser . http : / / alligatographe .";2
"enlèvement de Lydia Spring ( fille de Patrick Spring ) .";2
"en ligne depuis quelques jours maintenant alors n' hésitez pas .";2
"en manque , essayant de se débarrasser de son addiction .";2
"en manque également un bon paquet pour être réellement bonne .";2
"en maquettes , c' est bien loin de l' excellence :";2
"en marche mais tout le monde n' en veut pas .";2
"en matière de réalisation . Déjà , Mr .";2
"ennemi de toujours , celui qui a massacré sa famille .";2
"en ne sachant pas trop quoi faire de Red John .";2
"ennuie . * * Ah oui , c' est ça :";2
"ennuyeux , barbants et à la limite de l’ insupportable .";2
"énorme multinationale et d' effacer les dettes du monde entier .";2
"en partie éclipsés par la performance de ces trois acteurs .";2
"en pleine lumière comme couvert par la capuche d' Elliot .";2
"en plus à nos écrans et je trouve cela dommage .";2
"en plus de tout cela , il est très drôle .";2
"en portrait de protagonistes mouvants qui sombraient de l’ intérieur .";2
"en premier ou plutôt retrouve sa femme et sa fille .";2
"enquêtes , de leur dénouement mais aussi de leur déroulement .";2
"enquêtes du FBI , et les divers amusements du mentaliste .";2
"enquêtes indépendantes , ils m’ apparaissaient comme un simple divertissement .";2
"en rajoute par -ci par -l pour tenir 10 épisodes .";2
"en rebondissements et suit une logique politique et humaine crédible .";2
"En résumé , je ne vous donnerais qu' un conseil .";2
"en revanche de l’ intrigue autour du personnage de Joanna .";2
"En revanche quelques pertes de rythme notables sont à souligner .";2
"en sachant que vous avez probablement déjà vu la série .";2
"en scène , certains tenants du scénario valent le coup .";2
"en scène des situations poussant le tueur à se dévoiler .";2
"ensemble . Ce couple est certes improbable mais vraiment mignon .";2
"ensemble de ce début de saison totalement excitant et jouissif .";2
"ensemble de la série . Dommage .";2
"en soi , mais l’ accumulation de tous ces éléments .";2
"en soit toute l’ ambivalence des thématiques de la série .";2
"en suis navré , en revanche si vous vous dites :";2
"ensuite , bien qu' inspiré du livre de Philip K .";2
"Ensuite j' arrête là pour ne pas compromettre la surprise .";2
"en surfant sur http : / / 817 .";2
"entende Evil-Corp lorsque le nom de l' entreprise est prononcé .";2
"entends que du bien mais j' aime pas les personnages .";2
"entendu parler ? ! ! !";2
"en terme de rythme , et d’ évolution des personnages .";2
"entièrement , on devine facilement qui est le véritable coupable .";2
"entièreté de la série : c' était sympathique .";2
"entourent . C' était drôle , amusant et parfois inquiétant .";2
"En tout cas , c' est ce qu' Elliot suppose :";2
"en tout cas la 1ere saison pour l' instant ) .";2
"en tout cas la deuxième saison va être très prometteuse !";2
"entrain de soulever le drapeau de la victoire à Iwo-Jima .";2
"entre chaque entreprise , ou entité plus ou moins secrète .";2
"entre collègues de surcroît ! Qui aime qui ?";2
"entre dans le sujet tout en présentant ce fameux univers .";2
"entrée dans les épisodes . .";2
"entre Elliot et Mr Robot promet des moments paradoxaux énormes .";2
"entre Jane et Lisbon à partir de la cinquième saison .";2
"entre l' Empire du soleil levant et l' Allemagne nazie .";2
"entre la famille et Jun Pyo ma également beaucoup touchée .";2
"entre la Vérité et l' Histoire comme construction du présent .";2
"entre le professionnalisme des uns et le dilettantisme de Jane .";2
"entre les deux qui sont frères et leur meilleure amie .";2
"entre les différents personnages sont par ailleurs digne d' intérêt .";2
"entretenir avec Elliot seront marqués du sceau de l' ambiguïté .";2
"entretiennent , à mi-chemin entre l’ amour et l’ adversité .";2
"en triangle amoureux poussif sur fond de délire uchronique nazi .";2
"en venir , et le cachent la plupart du temps :";2
"envers ce qu' on a pu faire de cette série .";2
"envers des gens qui ont commis des actes absolument atroces .";2
"en veut plus . Equilibre dangereux mais pourtant parfaitement maitrisé .";2
"envie ? Lassitude ? J' ai pas vraiment la réponse .";2
"envie de se laisser tout simplement porter par l' histoire .";2
"envie de suivre ses aventures à ce "" mentalist "" .";2
"en vient à l’ un des problèmes de la série :";2
"en y ajoutant une esthétique plus original que la moyenne .";2
"en zone neutre pour donner un film à la résistance .";2
"épatants , des scénaristes au point , une réalisation impeccable .";2
"épisode , et lui laisser sa chance jusqu' au bout .";2
"épisode . Ceci dit , ça reste une série américaine :";2
"épisode . Les acteurs sont bons , et assez subtils .";2
"épisode . Longueur que je n' ai absolument pas remarquée .";2
"épisode 1 , j' ai donc attaqué avec le 2 .";2
"épisode de Doctor Who il y a de quoi faire .";2
"épisode de la season première relance un peu le tout .";2
"épisode déroutant , nous sommes dans la tête d’ Elliot .";2
"épisode que je venais de voir pour mieux l' appréhender .";2
"épisodes , avec un fil majeur datant de plusieurs saisons :";2
"épisodes , Mr ROBOT est une série particulière mais percutante .";2
"épisodes . Du chaos ressort un canevas très bien orchestré .";2
"ÉPISODES AVANT QUE LA SERIE NE PRENNE TOUT SON INTÉRÊT .";2
"épisodes à venir , nous tenons là un bonne série .";2
"épisodes d' un scénario qui avait tout pour être rythmé .";2
"épisodes de la saison ! Dommage :";2
"épisodes de la série . Bonne ambiance , belle image .";2
"épisodes de Mr Robot présentent des similitudes avec David Fincher .";2
"épisodes mais même celle -ci n' a pas d' intérêt .";2
"épisodes on retrouve Adam Pally , orphelin de Happy Endings :";2
"épisodes soient plus centrés sur un autre personnage par moment .";2
"épisodes sur la traque de John Le Rouge sont excellents .";2
"époque T-MAX avait fait une grosse partie du la BO .";2
"- eps . 1 . 2_d3bug .";2
"- eps1 . 0_hellofriend . mov :";2
"- eps1 . 1_ones-and-zer0es . mpeg :";2
"équipe de Teresa Lisbon courant après le tueur en série .";2
"équipe engagée pour cette série ont fait un travail grandiose .";2
"erreur est admirable . Elle se sacrifie purement et simplement .";2
"escient . On retrouve tout sur l' art du hacking :";2
"espère que ce ne sera pas la saison de trop .";2
"espériez de lui , une histoire pleine de méchants nazis .";2
"espoir après une dernier épisode de saison 1 à ch .";2
"est , mais il le dira tout à la fin .";2
"est à 10000 % dans le rôle de Jun Pyo .";2
"est achevée ? Aurait -ce été aussi excitant et réaliste ?";2
"est addictif . Je vous jure , c' est terrible .";2
"est à partir du cinquième épisode que ça se gâte .";2
"est après tout qu' un pâle ersatz de Doctor Who .";2
"est aussi ronde , mais ici en beaucoup moins trash !";2
"est au top bref , c' est presque la perfection .";2
"est autre que Kelly Kapoor de la série The Office .";2
"est beaucoup plus cynique . Pour revenir à Mr .";2
"est beaucoup plus drôle . Déchargée du pathos personnel .";2
"est bien plus que ça , c' est tellement plus .";2
"est bien souvent cantonné derrière son ordinateur pour les recherches .";2
"est ça : c' est parce que JE m' ennuie .";2
"est captivé dés le départ par Elliot et son environnement .";2
"est celle avec qui la complicité est la plus marquée :";2
"est -ce qu' ils nous la font à l' envers ?";2
"est ce qui empêche de s’ ennuyer et de décrocher .";2
"est chargée d' enquêter sur des crimes , tout simplement .";2
"est comme dire que Jésus est le fils de Dieu :";2
"est comme nous , aimant la mode et les dramas .";2
"est complètement différent quoi . Je suis bête .";2
"est conséquent et je vais essayer de m' en expliquer .";2
"est correcte mais je regrette la simplicité de l' ensemble .";2
"est d' assez bon ton de vomir sur The Mentalist .";2
"est d' échouer dans son envie de booster le rythme .";2
"est d' une banalité . .";2
"est déjà bien pour la petite employée de The Office .";2
"est de l’ attaquer pour permettre une redistribution des richesses .";2
"est devenu maitre sous l’ œil toujours présent des nazis .";2
"est différent , voire plus intelligent ... est déjà vu .";2
"est différente de celle que Red John nous imposait auparavant .";2
"est directement plus attirés par le personnage de Joon Pyo .";2
"est dommage car cette série avait vraiment deux grosses qualités :";2
"est dont la puissance n' aura jamais été aussi absolue .";2
"est du FBI et veut faire du mal à Jane .";2
"est du pur commercial ! En un mot :";2
"est durant les huit premiers épisodes que tout se joue .";2
"est Eliot qui nous a mis sur cette piste immédiatement .";2
"est elle transformée en copshow avare , larmoyant et monotone ?";2
"est encore plus nawak . Ce sera sans moi .";2
"est en mode anti-social , un coup en mode social .";2
"est enrichit sur le dos des enfants travaillant aux usines .";2
"est excellente . Le problème , c' est le scénario .";2
"esthétique originale qui donne sa propre personnalité à la série .";2
"est inévitablement le couple principal Jan Di / Jun Pyo .";2
"est intéressant , celui du chat et de la souris .";2
"est introduit par la fenêtre à son retour chez lui ?";2
"est l' arrivée de la fille agent du FBI DiPierro .";2
"est l' idéal pour montrer tous ces talents d' acteur .";2
"est l' une des plus brillante uchronie des dernières années .";2
"est là , déception ... quoi , c’ était lui ?";2
"est là ) , tant ils sont incapables et fades .";2
"est la pépite que nous n' avions pas vu venir .";2
"est là pour nous faire passer le temps mais que .";2
"est là que Mr Robot tire son épingle du jeu .";2
"est le chocolat chaud saupoudré de marshmallows du dimanche soir .";2
"est le meurtrier ... Si c' est pas fort ça !";2
"est le néant ) est proposée par une voix-off chiante .";2
"est lisse , rien n' est défini dès le début .";2
"est lui-même un doppelgänger . Boom .";2
"est moi qui offre ! !";2
"est parfaitement vain de vouloir y trouver une quelconque profondeur .";2
"est pas . Et ce sujet est abordé avec subtilité .";2
"est pas ce qu’ il y a de plus agréable .";2
"est pas comparable ; SHERLOCK est un véritable monument audiovisuel .";2
"est pas coutume , dépasse la durée d' une heure .";2
"est pas interrogé pendant la première partie de l' épisode .";2
"est pas la première fois qu' on me vend ça :";2
"est pas particulièrement belle mais elle a un sourire incroyable .";2
"est passé 25 minutes plus tot sont assez faitguants ) .";2
"est passé pour qu' elles voient le jour telles quelles .";2
"est pas sur Facebook ! ) .";2
"est peut-être con aussi ? "" .";2
"est peut-être un ennemi , une question taraude l' esprit :";2
"est plié . Ouch . Et maintenant ?";2
"est pour le coup ce pilot tape dans le mille .";2
"est presque déçu d' un final pourtant pas si mal .";2
"est presque gênant . Qu’ est ce qu’ on regarde ?";2
"est qu' un moyen et non une fin en soi .";2
"Est quand a elle sous le contrôle du régime Nazi .";2
"est quand même bien plus ancré de nos jours ) .";2
"est quand même un peu bien fait pour sa gueule .";2
"est rare que les gens ne l' ai pas vu .";2
"est recruté par un homme très mystérieux , Mr Robot .";2
"est regarder au travers de l' esprit de ce dernier .";2
"est réinventée , abandonnant ses acquis , repoussant ses limites :";2
"est riche , intéressant , avec des pics bien placé .";2
"est sans conteste un de mes personnages préférés du drama .";2
"est simplement le récit calme d' une Amérique sous occupation .";2
"est son crédo . Et je l' aime pour ça !";2
"est sur la bonne voie tellement cette série me correspond .";2
"est surtout faite d' enquêtes indépendantes de cette intrigue globale .";2
"est tellement classique qu' on le sent venir presque immédiatement .";2
